experiment,scenario,run_id,tick,carla_frame,simulation_time_s,ego_speed_mps,ego_acceleration_mps2,camera_vehicle_pixels,camera_pedestrian_pixels,camera_traffic_light_pixels,bev_vehicle_pixels,bev_walker_pixels,bev_stop_sign_pixels,bev_light_green_pixels,bev_light_yellow_pixels,bev_light_red_pixels,prob_speed_0,prob_speed_2,prob_speed_3,prob_speed_6,pred_target_speed_mps,decided_action,previous_action,decision_changed,throttle,brake,steer,expected_perception,actual_perception,perception_correct,expected_safe_action,action_correct,timely_action,collision,distance_to_crossing_vehicle_m,crossing_vehicle_speed_mps,time_to_collision_s
Intersection Interception,Early Interception,run_1,75,968,3.75,11.210647547985696,0.8142413496458724,2770,0,0,213,0,0,0,0,0,5.0825383368646726e-05,1.6036191254897858e-06,0.9999397993087769,7.731249752396252e-06,3.0,go,go,False,0.5,0.0,0.0,vehicle,vehicle,True,stop,False,,False,9.162015849709888,14.172695335358762,
Intersection Interception,Early Interception,run_1,80,973,4.0,11.347889004003056,0.37861355932768065,2063,0,1126,169,0,0,0,0,0,0.0005825089174322784,1.5258086705216556e-06,0.9994044303894043,1.1554016055015381e-05,3.0,go,go,False,0.5,0.0,0.0,vehicle,vehicle,True,stop,False,,False,9.690067298160585,13.687324956716639,
Intersection Interception,Early Interception,run_1,85,978,4.25,11.49733158490545,0.7380188790327367,1652,0,120,161,0,0,0,0,0,0.008539816364645958,3.81325321541226e-06,0.991452693939209,3.6904195894749137e-06,3.0,go,go,False,0.5,0.0,0.0,vehicle,vehicle,True,stop,False,,False,10.307604877813162,14.27471996979201,
Intersection Interception,Early Interception,run_1,90,983,4.5,11.620566492961105,0.3356382726248549,1598,0,0,156,0,0,0,0,0,0.0002671135007403791,1.1269210062891943e-06,0.9997250437736511,6.723395927110687e-06,3.0,go,go,False,0.5,0.0,0.0,vehicle,vehicle,True,stop,False,,False,10.965288873205793,14.008192777313175,
Intersection Interception,Early Interception,run_1,95,988,4.75,11.755198529248629,0.6683390518678115,1436,0,125,156,0,0,0,0,0,3.0278994017862715e-05,6.071571192478586e-07,0.9999405145645142,2.8556138204294257e-05,3.0,go,go,False,0.5,0.0,0.0,vehicle,vehicle,True,stop,False,,False,11.491154375211423,13.767131971758552,
Intersection Interception,Early Interception,run_1,100,993,5.0,11.865711572474934,0.29678310771556876,1269,0,0,214,0,0,0,0,0,7.272719813045114e-05,1.1755289506254485e-06,0.9999228715896606,3.238949375372613e-06,3.0,go,go,False,0.5,0.0,0.0,vehicle,vehicle,True,stop,False,,False,12.06659489448861,14.337346277144018,
Intersection Interception,Early Interception,run_1,105,998,5.25,11.986873062255277,0.604839427625063,1305,0,0,189,0,0,0,0,0,6.15637909504585e-05,2.5676018822196056e-07,0.999933123588562,4.965694188285852e-06,3.0,go,go,False,0.5,0.0,0.0,vehicle,vehicle,True,stop,False,,False,12.624803340674902,13.93661125915435,
Intersection Interception,Early Interception,run_1,110,1003,5.5,12.085855452855737,0.2618383200348803,1200,0,0,144,0,0,0,0,0,6.252597086131573e-05,2.249364001727372e-07,0.9999287128448486,8.547864126740023e-06,3.0,go,go,False,0.5,0.0,0.0,vehicle,vehicle,True,stop,False,,False,13.06766072612055,13.917809963360936,
Intersection Interception,Early Interception,run_1,115,1008,5.75,12.194802463301109,0.5471003057225147,1034,0,0,163,0,0,0,0,0,1.6811141904327087e-05,3.767501084439573e-07,0.9999690055847168,1.3844525710737798e-05,3.0,go,go,False,0.5,0.0,0.0,vehicle,vehicle,True,stop,False,,False,13.593273431671527,14.338092277307409,
Intersection Interception,Early Interception,run_1,120,1013,6.0,12.283356720671566,0.23036507270650158,949,0,0,115,0,0,0,0,0,4.107549102627672e-05,3.6067178825760493e-06,0.9874306917190552,0.012524552643299103,3.0,go,go,False,0.5,0.0,0.0,vehicle,vehicle,True,stop,False,,False,14.059626838251269,13.865748863341594,
Intersection Interception,Early Interception,run_1,125,1018,6.25,12.381107839907568,0.49416803875833526,3154,0,0,181,0,0,0,0,0,3.453355247984291e-06,7.09341748006409e-06,0.007448840886354446,0.9925406575202942,6.0,go_fast,go,True,0.5,0.0,0.0,vehicle,vehicle,True,stop,False,,False,14.444015672437821,14.104330746275666,
Intersection Interception,Early Interception,run_1,130,1023,6.5,12.91911238494114,3.2681051082869477,766,0,0,173,0,0,0,0,0,6.866778858238831e-05,1.9245700968895108e-05,0.004804764874279499,0.9951072931289673,6.0,go_fast,go_fast,False,0.800000011920929,0.0,0.0,vehicle,vehicle,True,stop,False,,False,14.8804005771201,14.301380043732042,
Intersection Interception,Early Interception,run_1,135,1028,6.75,13.832855581340237,3.720172966040602,785,0,0,172,0,0,0,0,0,3.1753163057146594e-05,1.2489077562349848e-05,0.0004429906257428229,0.999512791633606,6.0,go_fast,go_fast,False,0.800000011920929,0.0,0.0,vehicle,vehicle,True,stop,False,,False,15.042001201155728,13.782805305191077,
Intersection Interception,Early Interception,run_1,140,1033,7.0,14.75758069607986,3.6695290844476247,826,0,0,198,0,0,0,0,0,0.00013509838026948273,4.057321712025441e-05,0.012573547661304474,0.987250804901123,6.0,go_fast,go_fast,False,0.800000011920929,0.0,0.0,vehicle,vehicle,True,stop,False,,False,14.649225539757552,11.37864215031358,5.785611866796615
Intersection Interception,Early Interception,run_1,145,1038,7.25,15.659762288135344,3.566315576399646,1002,0,0,192,0,0,0,0,0,7.543138781329617e-05,4.723523306893185e-05,0.014499341137707233,0.9853780269622803,6.0,go_fast,go_fast,False,0.800000011920929,0.0,0.0,vehicle,vehicle,True,stop,False,,False,13.248059002173953,8.069690885464915,2.3910161873983653
Intersection Interception,Early Interception,run_1,150,1043,7.5,16.535092362227356,3.458085488873164,1445,0,0,166,0,0,0,0,0,1.9718772819032893e-05,3.7743056964245625e-06,1.7444908735342324e-05,0.9999591112136841,6.0,go_fast,go_fast,False,0.800000011920929,0.0,0.0,vehicle,vehicle,True,stop,False,,False,10.72376219899229,3.415083128547972,1.1908211972645784
Intersection Interception,Early Interception,run_1,155,1048,7.75,17.38362718414649,3.3518772587354086,3060,0,0,179,0,0,0,0,0,0.01103691104799509,4.245011223247275e-05,0.00021684591774828732,0.9887037873268127,6.0,go_fast,go_fast,False,0.800000011920929,0.0,0.0,vehicle,vehicle,True,stop,False,,False,6.698003911519933,0.012392472427676063,0.666704051854076
Intersection Interception,Early Interception,run_1,160,1053,8.0,18.20607154628966,3.248759186131402,13653,0,0,193,0,0,0,0,0,0.9993298053741455,4.144961349084042e-05,3.247481072321534e-05,0.0005962693830952048,0.0,hard_brake,go_fast,True,0.800000011920929,0.0,0.0,vehicle,vehicle,True,hard_brake,True,False,False,2.2482781802865475,0.0039377613947977315,0.39257259289439506
Intersection Interception,Early Interception,run_1,165,1058,8.25,1.053437945820718,22.197551876819656,34286,0,0,243,0,0,0,0,0,0.999998927116394,2.1010805539845023e-07,5.640872586809564e-07,2.1729258037339605e-07,0.0,hard_brake,hard_brake,False,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,True,True,True,0.10731255896166658,0.328633153021843,
Intersection Interception,Early Interception,run_1,170,1063,8.5,0.028609355935284738,0.1326500087450843,33557,0,0,264,0,0,0,0,0,0.9999947547912598,4.6413856580329593e-07,4.692052698374027e-06,1.0412592388320263e-07,0.0,stop,hard_brake,True,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,False,,False,0.14641128490029587,0.12310089388568297,
Intersection Interception,Early Interception,run_1,175,1068,8.75,0.006136930013545258,0.050764821514093145,35110,0,0,292,0,0,0,0,0,0.9999980926513672,4.1070487100114406e-07,4.27557779403287e-07,1.0212052075075917e-06,0.0,stop,stop,False,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,False,,False,0.15281318525268262,0.012745224185091017,
Intersection Interception,Early Interception,run_1,180,1073,9.0,0.0009490810342622503,0.009019856302395138,35560,0,0,295,0,0,0,0,0,0.9999980926513672,3.4022241379716434e-07,2.8240310712135397e-07,1.276870648325712e-06,0.0,stop,stop,False,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,False,,False,0.15408849055393148,0.0036273810149521813,
Intersection Interception,Early Interception,run_1,185,1078,9.25,0.0,0.0,35708,0,0,292,0,0,0,0,0,0.9999986886978149,3.527995033891784e-07,4.7564589067405905e-07,4.865184450864035e-07,0.0,stop,stop,False,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,False,,False,0.15433278602313294,0.0,
Intersection Interception,Early Interception,run_1,190,1083,9.5,0.0,0.0,35693,0,0,294,0,0,0,0,0,0.9999982118606567,3.728628428234515e-07,3.76799221157853e-07,1.0613671292958315e-06,0.0,stop,stop,False,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,False,,False,0.15433278602313294,0.0,
Intersection Interception,Early Interception,run_1,195,1088,9.75,0.0,0.0,35716,0,0,296,0,0,0,0,0,0.9999983310699463,3.7116490148036974e-07,3.823338943220733e-07,9.055285659087531e-07,0.0,stop,stop,False,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,False,,False,0.15433278602313294,0.0,
Intersection Interception,Early Interception,run_1,200,1093,10.0,0.0,0.0,35729,0,0,288,0,0,0,0,0,0.9999979734420776,3.540071702445857e-07,2.9356928621382394e-07,1.4297721691036713e-06,0.0,stop,stop,False,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,False,,False,0.15433278602313294,0.0,
Intersection Interception,Early Interception,run_1,205,1098,10.25,0.0,0.0,35733,0,0,293,0,0,0,0,0,0.9999979734420776,3.667051942102262e-07,2.7048793072026456e-07,1.479574848417542e-06,0.0,stop,stop,False,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,False,,False,0.15433278602313294,0.0,
Intersection Interception,Early Interception,run_1,210,1103,10.5,0.0,0.0,35683,0,0,267,0,0,0,0,0,0.9999977350234985,3.792613654240995e-07,2.295156207310356e-07,1.667272272243281e-06,0.0,stop,stop,False,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,False,,False,0.15433278602313294,0.0,
Intersection Interception,Early Interception,run_1,215,1108,10.75,0.0,0.0,35712,0,0,285,0,0,0,0,0,0.9999982118606567,3.620706365836668e-07,2.764963085155614e-07,1.2251531416040962e-06,0.0,stop,stop,False,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,False,,False,0.15433278602313294,0.0,
Intersection Interception,Early Interception,run_1,220,1113,11.0,0.0,0.0,35735,0,0,295,0,0,0,0,0,0.9999984502792358,3.288683956270688e-07,3.3132451449091604e-07,7.85125507718476e-07,0.0,stop,stop,False,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,False,,False,0.15433278602313294,0.0,
Intersection Interception,Early Interception,run_1,225,1118,11.25,0.0,0.0,35769,0,0,281,0,0,0,0,0,0.9999979734420776,3.8348147768374474e-07,2.7913961275771726e-07,1.4747092791367322e-06,0.0,stop,stop,False,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,False,,False,0.15433278602313294,0.0,
Intersection Interception,Early Interception,run_1,230,1123,11.5,0.0,0.0,35741,0,0,273,0,0,0,0,0,0.999997615814209,3.993850441474933e-07,2.683017328308779e-07,1.8310563518753042e-06,0.0,stop,stop,False,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,False,,False,0.15433278602313294,0.0,
Intersection Interception,Early Interception,run_1,235,1128,11.75,0.0,0.0,35770,0,0,290,0,0,0,0,0,0.9999978542327881,3.4158358630520524e-07,3.0471167633550067e-07,1.3947492334409617e-06,0.0,stop,stop,False,0.0,1.0,0.0,vehicle,vehicle,True,hard_brake,False,,False,0.15433278602313294,0.0,
