experiment,scenario,run_id,interception_severity,trigger_distance_m,trigger_max_seconds,actual_trigger_tick,actual_trigger_distance_m,initial_ego_speed_mps,first_vehicle_detection_tick,first_vehicle_detection_distance_m,first_slowdown_tick,first_slowdown_distance_m,first_stop_tick,first_stop_distance_m,first_hard_brake_tick,first_hard_brake_distance_m,minimum_distance_to_crossing_vehicle_m,minimum_time_to_collision_s,minimum_ego_speed_mps,final_action,decision_change_count,collision_occurred
Intersection Interception,Early Interception,run_1,EARLY,0.0,8.0,0,0.0,0.0,20,22.201480114501265,,,170,0.14641128490029587,160,2.2482781802865475,0.10731255896166658,0.39257259289439506,0.0,stop,5,True
