experiment,scenario,run_id,tick,carla_frame,simulation_time_s,ego_speed_mps,ego_acceleration_mps2,ground_truth_object_type,distance_to_object_m,camera_vehicle_pixels,camera_pedestrian_pixels,camera_traffic_light_pixels,bev_vehicle_pixels,bev_walker_pixels,bev_stop_sign_pixels,bev_light_green_pixels,bev_light_yellow_pixels,bev_light_red_pixels,prob_speed_0,prob_speed_2,prob_speed_3,prob_speed_6,pred_target_speed_mps,decided_action,previous_action,decision_changed,throttle,brake,steer,target_point_x,target_point_y,road_command,expected_perception,actual_perception,perception_correct,expected_safe_action,action_correct,timely_action,collision,time_to_collision_s
Object in Road,Vehicle,run_1,80,187243,4.0,4.290614212180135,26.798618810440438,vehicle,12.088443994522095,2014,0,0,167,0,0,0,0,0,1.349030611663693e-07,1.9482833522488363e-05,7.099309004843235e-05,0.9999094009399414,5.99970817565918,go_fast,go_fast,False,0.75,0.0,-0.03999999910593033,33.94532012939453,2.310476779937744,LANEFOLLOW,vehicle,vehicle,True,stop,False,,False,3.492966203535694
Object in Road,Vehicle,run_1,85,187248,4.25,2.4693875471385986,5.414105389035448,vehicle,11.515648126602173,2154,0,0,155,0,0,0,0,0,1.4282838378676388e-07,0.0007060515927150846,8.273524372270913e-07,0.9992929697036743,5.997172832489014,go_fast,go_fast,False,0.75,0.0,0.48399999737739563,33.33009719848633,2.659562826156616,LANEFOLLOW,vehicle,vehicle,True,stop,False,,False,5.8832438849196995
Object in Road,Vehicle,run_1,90,187253,4.5,3.635999860882315,5.69488660696027,vehicle,10.752056360244751,3930,0,0,161,0,0,0,0,0,3.1005555456431466e-07,0.0006407286273315549,8.695474207343068e-07,0.9993581175804138,5.997432708740234,go_fast,go_fast,False,0.75,0.0,0.38199999928474426,32.67108154296875,0.03080366551876068,LANEFOLLOW,vehicle,vehicle,True,stop,False,,False,3.6623992022505205
Object in Road,Vehicle,run_1,95,187258,4.75,4.814100767040055,5.123217045448218,vehicle,9.69780945777893,2709,0,0,196,0,0,0,0,0,9.424139761904371e-07,9.403621334058698e-06,3.4249569580424577e-06,0.9999861717224121,5.999946117401123,go_fast,go_fast,False,0.75,0.0,0.3370000123977661,31.285385131835938,-4.763530254364014,LANEFOLLOW,vehicle,vehicle,True,stop,False,,False,2.578098066132358
Object in Road,Vehicle,run_1,100,187263,5.0,5.475467488783966,2.51115329027309,vehicle,8.418574571609497,3449,0,0,182,0,0,0,0,0,1.0407114814370289e-06,1.9751457784877857e-06,5.303049874783028e-07,0.9999964237213135,5.999984264373779,go_fast,go_fast,False,0.75,0.0,0.16099999845027924,28.891786575317383,-9.546862602233887,LANEFOLLOW,vehicle,vehicle,True,stop,False,,False,2.096661236271343
Object in Road,Vehicle,run_1,105,187268,5.25,6.373301049934038,4.5383795791427195,vehicle,7.001185655593872,4922,0,65,197,0,0,0,0,0,0.00018789693422149867,9.486241197009804e-07,3.66230125337097e-07,0.9998107552528381,5.998867511749268,go_fast,go_fast,False,0.0,0.0,0.0020000000949949026,26.32373046875,-12.390467643737793,LANEFOLLOW,vehicle,vehicle,True,stop,False,,False,1.6035935151340515
Object in Road,Vehicle,run_1,110,187273,5.5,6.547098335994463,1.7125843171223636,vehicle,5.460758924484253,7311,0,0,200,0,0,0,0,0,0.998907208442688,2.491437226126436e-05,2.9826974241586868e-06,0.0010648923926055431,0.0,stop,go_fast,True,0.0,1.0,-0.16099999845027924,24.41728973388672,-12.940788269042969,LANEFOLLOW,vehicle,vehicle,True,stop,True,True,False,1.3154190360647673
Object in Road,Vehicle,run_1,115,187278,5.75,3.830454487083719,26.707991415915675,vehicle,4.108629465103149,11608,0,0,184,0,0,0,0,0,0.9999788999557495,9.960712304746266e-06,6.562806333931803e-07,1.0381779247836675e-05,0.0,stop,stop,False,0.0,1.0,-0.23600000143051147,23.721223831176758,-11.417218208312988,LANEFOLLOW,vehicle,vehicle,True,stop,True,True,False,1.8369428682021725
Object in Road,Vehicle,run_1,120,187283,6.0,0.0008563869289060168,0.005459305943050285,vehicle,3.869370698928833,12359,0,0,178,0,0,0,0,0,0.9999842643737793,4.9564232540433295e-06,1.9705525744484476e-07,1.0457953067088965e-05,0.0,stop,stop,False,0.0,1.0,0.11100000143051147,23.659353256225586,-10.998387336730957,LANEFOLLOW,vehicle,vehicle,True,stop,True,True,False,
Object in Road,Vehicle,run_1,125,187288,6.25,0.0002785116710588574,0.0018630141289080872,vehicle,3.8685972690582275,12320,0,0,178,0,0,0,0,0,0.9999786615371704,5.198366579861613e-06,2.2267555266353156e-07,1.584092024131678e-05,0.0,stop,stop,False,0.0,1.0,0.05900000035762787,23.658506393432617,-10.998406410217285,LANEFOLLOW,vehicle,vehicle,True,stop,True,True,False,
