experiment,scenario,run_id,tick,carla_frame,simulation_time_s,ego_speed_mps,ego_acceleration_mps2,ground_truth_object_type,distance_to_object_m,camera_vehicle_pixels,camera_pedestrian_pixels,camera_traffic_light_pixels,bev_vehicle_pixels,bev_walker_pixels,bev_stop_sign_pixels,bev_light_green_pixels,bev_light_yellow_pixels,bev_light_red_pixels,prob_speed_0,prob_speed_2,prob_speed_3,prob_speed_6,pred_target_speed_mps,decided_action,previous_action,decision_changed,throttle,brake,steer,target_point_x,target_point_y,road_command,expected_perception,actual_perception,perception_correct,expected_safe_action,action_correct,timely_action,collision,time_to_collision_s
Object in Road,Pedestrian,run_4,0,185926,0.0,1.470000147819519,9.80000114440918,pedestrian,29.843435689806938,813,0,0,0,0,0,0,0,0,8.3293758734726e-07,7.901625940576196e-05,3.0500211778416997e-06,0.9999171495437622,5.999670505523682,go_fast,stop,True,0.75,0.0,0.0,49.75056457519531,-0.13987688720226288,LANEFOLLOW,none,none,True,go,False,,False,
Object in Road,Pedestrian,run_4,5,185931,0.25,0.7380870580685825,26.53016853370036,pedestrian,29.85652582347393,65,0,0,65,0,0,0,0,0,1.9046032093683607e-06,3.6855824873782694e-05,2.139998287020717e-06,0.9999591112136841,5.999835014343262,go_fast,go_fast,False,0.75,0.0,0.0,49.75056457519531,-0.13987688720226288,LANEFOLLOW,none,none,True,go,False,,False,
Object in Road,Pedestrian,run_4,10,185936,0.5,0.2014345079660582,0.6454357505135275,pedestrian,29.85585443675518,0,0,0,65,0,0,0,0,0,1.137713866228296e-06,2.8115340683143586e-05,3.8094706269475864e-06,0.9999669790267944,5.999869346618652,go_fast,go_fast,False,0.75,0.0,0.0,49.75056457519531,-0.13987688720226288,LANEFOLLOW,none,none,True,go,False,,False,
Object in Road,Pedestrian,run_4,15,185941,0.75,2.5741028304870524,6.752467159318818,pedestrian,29.478340551257133,26,0,0,69,0,0,0,0,0,3.8567071669604047e-07,2.697347736102529e-05,2.0267514173610834e-06,0.999970555305481,5.999883651733398,go_fast,go_fast,False,0.75,0.0,-0.5040000081062317,49.373722076416016,-0.1396486759185791,LANEFOLLOW,none,none,True,go,False,,False,11.520692711324838
Object in Road,Pedestrian,run_4,20,185946,1.0,3.755077530019992,6.261944132336967,pedestrian,28.68997423350811,24,0,0,0,0,0,0,0,0,1.0810421144924476e-06,2.5749710403033532e-05,1.7248795529667404e-06,0.9999713897705078,5.999885082244873,go_fast,go_fast,False,0.75,0.0,-0.37700000405311584,48.42159652709961,3.9757280349731445,LANEFOLLOW,none,none,True,go,False,,False,8.204769263978674
Object in Road,Pedestrian,run_4,25,185951,1.25,4.9302667474049215,5.141882982904659,pedestrian,27.66600076854229,78,0,0,0,0,0,0,0,0,1.8056290400636499e-06,1.2561024050228298e-05,2.615280664031161e-06,0.9999830722808838,5.999931335449219,go_fast,go_fast,False,0.75,0.0,-0.29100000858306885,46.233299255371094,11.140313148498535,LANEFOLLOW,none,none,True,go,False,,False,6.260418580608633
Object in Road,Pedestrian,run_4,30,185956,1.5,5.541030529847043,2.557965288676786,pedestrian,26.469166204333305,0,0,0,54,0,0,0,0,0,1.2830696505261585e-06,2.641253331603366e-06,4.59103603134281e-07,0.9999955892562866,5.9999799728393555,go_fast,go_fast,False,0.75,0.0,-0.16200000047683716,42.93936538696289,17.4491024017334,LANEFOLLOW,none,none,True,go,False,,False,5.60996682482274
Object in Road,Pedestrian,run_4,35,185961,1.75,6.680669011314456,5.242856475618923,pedestrian,25.163095876574516,29,0,0,0,0,0,0,0,0,2.76168757409323e-05,8.191569577320479e-06,1.3180275573176914e-06,0.9999629259109497,5.99979829788208,go_fast,go_fast,False,0.0,1.0,0.019999999552965164,39.58731460571289,21.44000816345215,LANEFOLLOW,none,none,True,go,False,,False,4.61606574045957
Object in Road,Pedestrian,run_4,40,185966,2.0,6.377197212666869,5.621738073624234,pedestrian,23.749708577990532,0,0,0,0,0,0,0,0,0,7.850208021409344e-06,1.9537124899215996e-05,2.2286587864073226e-06,0.9999704360961914,5.999868392944336,go_fast,go_fast,False,0.04374999925494194,0.0,0.18799999356269836,37.74613571166992,21.755403518676758,LANEFOLLOW,none,none,True,go,False,,False,4.455423724193942
Object in Road,Pedestrian,run_4,45,185971,2.25,5.645401292922268,2.694969599803117,pedestrian,22.462026998400688,43,0,0,0,0,0,0,0,0,1.988549229281489e-06,1.591626278241165e-05,6.862801910756389e-06,0.9999752044677734,5.999903678894043,go_fast,go_fast,False,0.75,0.0,0.2150000035762787,37.75843811035156,18.92425537109375,LANEFOLLOW,none,none,True,go,False,,False,4.447026509241866
Object in Road,Pedestrian,run_4,50,185976,2.5,5.53664497548554,2.596103321585469,pedestrian,21.22014658153057,23,21,0,0,0,0,0,0,0,1.2627233445527963e-06,8.409598194702994e-06,6.206581929291133e-06,0.9999841451644897,5.999939918518066,go_fast,go_fast,False,0.75,0.0,0.2070000022649765,38.17448425292969,14.828718185424805,LANEFOLLOW,none,none,True,go,False,,False,4.115460778817019
Object in Road,Pedestrian,run_4,55,185981,2.75,6.3806745285526985,3.854090069837177,pedestrian,19.807295247912407,0,0,0,0,0,0,0,0,0,3.2644313705532113e-06,9.166218660539016e-06,1.1074742360506207e-05,0.9999765157699585,5.999910354614258,go_fast,go_fast,False,0.0,0.0,0.17900000512599945,38.074684143066406,10.514548301696777,LANEFOLLOW,none,none,True,go,False,,False,3.2530957506735487
Object in Road,Pedestrian,run_4,60,185986,3.0,6.505306391833444,2.973061349369376,pedestrian,18.229820653796196,381,93,0,0,0,0,0,0,0,4.0648282606525754e-07,6.151980414870195e-06,2.2136708139441907e-05,0.9999712705612183,5.999906063079834,go_fast,go_fast,False,0.05624999850988388,0.0,0.14100000262260437,37.335914611816406,6.417915344238281,LANEFOLLOW,none,none,True,go,False,,False,2.8915553884235425
Object in Road,Pedestrian,run_4,65,185991,3.25,6.019797692773616,2.8718420971742114,pedestrian,16.69982187449932,125,90,0,0,0,0,0,0,0,5.767257107436308e-07,3.21850529871881e-05,0.0004621254629455507,0.9995051622390747,5.998481750488281,go_fast,go_fast,False,0.05624999850988388,0.0,0.06199999898672104,36.17489242553711,3.287001371383667,LANEFOLLOW,walker,none,False,stop,False,,False,2.836685776313964
Object in Road,Pedestrian,run_4,70,185996,3.5,5.467001065932201,2.3581067506277527,pedestrian,15.292139455676079,14,55,0,46,0,0,0,0,0,3.663911911644391e-07,1.4528351130138617e-05,0.00018485529290046543,0.9998002648353577,5.999385356903076,go_fast,go_fast,False,0.75,0.0,-0.035999998450279236,34.8487663269043,1.7423967123031616,LANEFOLLOW,walker,none,False,stop,False,,False,2.8650223003462405
Object in Road,Pedestrian,run_4,75,186001,3.75,5.307720204019202,1.3561527748542295,pedestrian,14.000942632555962,138,9,0,34,0,0,0,0,0,2.8254609674149833e-07,9.624990525480825e-06,0.0002019502135226503,0.9997881054878235,5.999353885650635,go_fast,go_fast,False,0.75,0.0,0.00800000037997961,33.51064682006836,2.0245680809020996,LANEFOLLOW,walker,none,False,stop,False,,False,2.744011138192251
Object in Road,Pedestrian,run_4,80,186006,4.0,6.1074412110125325,4.019415275021476,pedestrian,12.623235151171684,4,266,0,34,0,0,0,0,0,5.579709849712344e-08,0.00035242916783317924,1.955227526195813e-05,0.999627947807312,5.998530864715576,go_fast,go_fast,False,0.0,0.0,0.04699999839067459,32.0939826965332,1.9835944175720215,LANEFOLLOW,walker,none,False,stop,False,,False,2.153424442765805
Object in Road,Pedestrian,run_4,85,186011,4.25,6.3557951272304,1.3680074754002576,pedestrian,11.07823221385479,1,366,0,33,0,0,0,0,0,3.102930463683151e-07,0.061346448957920074,0.0012041154550388455,0.9374491572380066,5.750999927520752,go_fast,go_fast,False,0.0,1.0,-0.014000000432133675,30.53653907775879,1.2726235389709473,LANEFOLLOW,walker,none,False,stop,False,,False,1.8145075092667364
Object in Road,Pedestrian,run_4,90,186016,4.5,3.862108210710155,26.790325262806554,pedestrian,9.707475110888481,0,552,0,30,0,0,0,0,0,1.8884909991356835e-07,0.8960850834846497,0.00010100438521476462,0.10381367057561874,2.4153552055358887,slow,go_fast,True,0.0,1.0,0.06400000303983688,29.109447479248047,1.269075632095337,LANEFOLLOW,walker,none,False,stop,False,,False,2.6636095892999
Object in Road,Pedestrian,run_4,95,186021,4.75,0.0007627146937936735,0.0026806433916713845,pedestrian,9.460052892565727,35,501,0,16,0,0,0,0,0,1.982698876190625e-07,0.9990895986557007,3.1280601433536503e-06,0.0009071101085282862,2.003631353378296,slow,slow,False,0.75,0.0,-0.013000000268220901,28.852195739746094,1.230293869972229,LANEFOLLOW,walker,none,False,stop,False,,False,
Object in Road,Pedestrian,run_4,100,186026,5.0,0.5554904022668823,4.295358398067504,pedestrian,9.419910833239555,4,642,0,20,0,0,0,0,0,1.964762930128927e-07,0.9995768666267395,1.9958072243753122e-06,0.00042081865831278265,2.0016846656799316,slow,slow,False,0.75,0.0,0.4059999883174896,28.809389114379883,1.2417060136795044,LANEFOLLOW,walker,none,False,stop,False,,False,18.056559096012634
Object in Road,Pedestrian,run_4,105,186031,5.25,1.6630580928764642,4.959764227488034,pedestrian,9.14799539744854,64,317,0,5,0,0,0,0,0,3.008209716881538e-07,0.9997156262397766,3.805417634339392e-07,0.00028369619394652545,2.0011346340179443,slow,slow,False,0.75,0.0,0.29600000381469727,28.56072235107422,0.3014048933982849,LANEFOLLOW,walker,none,False,stop,False,,False,5.586291978353351
Object in Road,Pedestrian,run_4,110,186036,5.5,2.940593451702096,4.949997959978672,pedestrian,8.572428151965141,0,777,0,0,0,0,0,0,0,1.0054620815935778e-06,0.9776430130004883,5.456320764096745e-07,0.022355331107974052,2.0894196033477783,slow,slow,False,0.0,1.0,0.296999990940094,27.946327209472656,-1.5540506839752197,LANEFOLLOW,walker,none,False,stop,False,,False,2.9636003873341132
Object in Road,Pedestrian,run_4,115,186041,5.75,2.756319935522352,3.7604240082350753,pedestrian,7.822967931628227,189,276,0,19,0,0,0,0,0,2.1504257574633812e-07,0.0005730885313823819,1.213175124803456e-07,0.9994266033172607,5.997705936431885,go_fast,slow,True,0.75,0.0,0.3310000002384186,26.982418060302734,-3.851613998413086,LANEFOLLOW,walker,none,False,stop,False,,False,2.887973252074071
